,veh_value,exposure,clm,numclaims,claimcst0,veh_body,veh_age,gender,area,agecat
15603,14100,0.17522245,0,0,0,HBACK,1,M,A,4
15604,13200,0.186173854,0,0,0,SEDAN,3,F,C,3
15605,32400,0.856947296,0,0,0,STNWG,1,F,A,3
15606,4300,0.533880904,0,0,0,SEDAN,4,F,C,2
15607,16900,0.150581793,0,0,0,HBACK,2,F,E,2
15608,49900,0.465434634,0,0,0,STNWG,2,F,D,3
15609,32800,0.465434634,0,0,0,STNWG,1,F,C,3
15610,8700,0.183436003,0,0,0,SEDAN,3,F,C,3
15611,13500,0.227241615,0,0,0,SEDAN,3,M,A,5
15612,7300,0.476386037,1,1,1107.189999,HBACK,4,F,F,3
15613,47000,0.62422998,0,0,0,STNWG,1,M,E,3
15614,25900,0.186173854,0,0,0,STNWG,2,F,A,3
15615,17400,0.186173854,0,0,0,HBACK,2,M,B,4
15616,12400,0.856947296,0,0,0,HBACK,2,F,A,2
15617,13500,0.142368241,1,1,353.77,SEDAN,3,F,C,2
15618,7400,0.856947296,0,0,0,SEDAN,4,F,D,2
15619,14300,0.227241615,0,0,0,SEDAN,2,F,B,6
15620,26100,0.59137577,0,0,0,STNWG,3,F,C,5
15621,17300,0.227241615,0,0,0,SEDAN,2,F,C,6
15622,33100,0.227241615,0,0,0,STNWG,2,M,D,4
15623,18900,0.999315537,0,0,0,PANVN,3,M,B,6
15624,28300,0.372347707,0,0,0,STNWG,3,M,D,2
15625,11900,0.498288843,0,0,0,HBACK,2,F,C,1
15626,9700,0.856947296,1,1,200,SEDAN,4,M,E,3
15627,21100,0.142368241,0,0,0,STNWG,2,F,C,3
15628,3900,0.5229295,0,0,0,SEDAN,4,F,C,4
15629,18800,0.186173854,0,0,0,SEDAN,1,M,A,4
15630,35700,0.854209446,0,0,0,UTE,2,M,A,3
15631,14300,0.221765914,0,0,0,HBACK,2,M,A,2
15632,20200,0.186173854,0,0,0,HBACK,1,M,C,5
15633,21100,0.186173854,0,0,0,HBACK,1,F,C,4
15634,13100,0.856947296,0,0,0,HBACK,2,M,E,4
15635,12400,0.856947296,0,0,0,HBACK,2,F,C,2
15636,43400,0.227241615,0,0,0,STNWG,2,M,E,4
15637,8700,0.186173854,0,0,0,HBACK,3,F,A,1
15638,10200,0.186173854,0,0,0,SEDAN,3,F,D,3
15639,37200,0.145106092,0,0,0,STNWG,2,M,E,3
15640,13000,0.186173854,0,0,0,HBACK,2,F,C,3
15641,2700,0.479123888,0,0,0,HBACK,4,F,C,2
15642,37400,0.183436003,0,0,0,STNWG,1,F,A,3
15643,10800,0.186173854,0,0,0,HBACK,3,M,A,4
15644,29200,0.227241615,0,0,0,STNWG,3,M,F,3
15645,13800,0.202600958,0,0,0,COUPE,3,F,C,1
15646,9600,0.186173854,0,0,0,SEDAN,3,F,A,4
15647,15200,0.183436003,0,0,0,HDTOP,3,M,A,2
15648,12400,0.186173854,0,0,0,HBACK,3,F,C,1
15649,21600,0.854209446,0,0,0,SEDAN,4,F,C,3
15650,13700,0.290212183,0,0,0,HBACK,1,F,C,4
15651,12600,0.772073922,0,0,0,STNWG,3,F,D,3
15652,29500,0.183436003,0,0,0,UTE,2,M,E,4
15653,13100,0.342231348,0,0,0,SEDAN,3,F,D,3
15654,12700,0.227241615,0,0,0,UTE,3,M,E,5
15655,20200,0.227241615,0,0,0,SEDAN,2,M,C,5
15656,15200,0.854209446,0,0,0,SEDAN,2,F,C,2
15657,14200,0.145106092,0,0,0,SEDAN,2,F,D,2
15658,9500,0.5229295,0,0,0,SEDAN,4,M,C,3
15659,23300,0.476386037,1,1,457.2699995,STNWG,3,F,C,5
15660,17600,0.145106092,0,0,0,HBACK,1,M,A,4
15661,20400,0.186173854,0,0,0,PANVN,2,F,C,1
15662,17300,0.394250513,0,0,0,PANVN,3,F,C,4
15663,20600,0.5229295,0,0,0,SEDAN,1,F,E,6
15664,19500,0.5229295,0,0,0,SEDAN,3,F,B,2
15665,19100,0.476386037,0,0,0,HDTOP,4,F,F,1
15666,24800,0.52019165,0,0,0,HBACK,2,F,A,5
15667,29500,0.854209446,0,0,0,SEDAN,2,F,C,3
15668,15700,0.167008898,0,0,0,SEDAN,2,F,F,4
15669,8900,0.772073922,0,0,0,SEDAN,3,F,C,4
15670,8000,0.186173854,0,0,0,HBACK,3,F,C,2
15671,12700,0.854209446,1,1,507.8199997,UTE,3,M,D,4
15672,22400,0.837782341,0,0,0,STNWG,3,F,A,3
15673,24800,0.5229295,0,0,0,SEDAN,2,M,D,5
15674,4400,0.186173854,0,0,0,SEDAN,4,M,C,6
15675,9100,0.145106092,0,0,0,HDTOP,4,F,C,3
15676,23800,0.854209446,0,0,0,COUPE,2,F,A,2
15677,7100,0.5229295,0,0,0,SEDAN,4,F,F,4
15678,1900,0.583162218,0,0,0,HBACK,4,F,B,3
15679,10200,0.476386037,0,0,0,SEDAN,3,M,E,2
15680,6000,0.145106092,0,0,0,STNWG,4,F,A,4
15681,9600,0.167008898,0,0,0,SEDAN,3,F,A,3
15682,7000,0.227241615,0,0,0,HBACK,4,M,B,3
15683,12400,0.227241615,1,1,2743.039993,SEDAN,3,M,D,3
15684,27800,0.854209446,0,0,0,STNWG,2,F,C,1
15685,30800,0.186173854,0,0,0,STNWG,1,M,D,4
15686,20400,0.5229295,0,0,0,STNWG,3,F,F,2
15687,16500,0.186173854,0,0,0,COUPE,3,F,C,2
15688,16600,0.186173854,0,0,0,STNWG,4,M,C,3
15689,10300,0.145106092,0,0,0,STNWG,3,F,A,3
15690,16200,0.186173854,0,0,0,SEDAN,2,M,B,2
15691,19200,0.227241615,0,0,0,HBACK,2,M,B,3
15692,12600,0.999315537,0,0,0,HBACK,2,F,B,4
15693,11200,0.580424367,0,0,0,SEDAN,3,F,B,4
15694,10600,0.873374401,0,0,0,SEDAN,3,F,C,5
15695,23600,0.449007529,0,0,0,STNWG,3,F,F,2
15696,10200,0.227241615,0,0,0,HBACK,3,F,A,2
15697,15700,0.843258042,0,0,0,HBACK,2,F,B,2
15698,10800,0.843258042,0,0,0,SEDAN,4,M,C,6
15699,13300,0.843258042,0,0,0,STNWG,4,M,A,6
15700,8900,0.073921971,0,0,0,SEDAN,4,F,B,2
15701,8200,0.843258042,0,0,0,HBACK,4,F,C,5
15702,10700,0.999315537,0,0,0,SEDAN,2,F,C,6
15703,6100,0.843258042,0,0,0,SEDAN,4,F,E,6
15704,7400,0.843258042,0,0,0,SEDAN,4,F,C,6
15705,9300,0.843258042,0,0,0,SEDAN,3,M,A,5
15706,12400,0.843258042,0,0,0,SEDAN,3,M,E,4
15707,26490,0.186173854,0,0,0,TRUCK,1,M,B,1
15708,28100,0.843258042,0,0,0,STNWG,3,M,C,6
15709,6000,0.843258042,0,0,0,UTE,4,M,C,6
15710,15600,0.843258042,0,0,0,STNWG,4,F,B,5
15711,10200,0.843258042,0,0,0,SEDAN,3,F,B,6
15712,4800,0.843258042,0,0,0,HBACK,4,M,B,5
15713,42800,0.052019165,0,0,0,STNWG,2,M,A,2
15714,13600,0.843258042,0,0,0,SEDAN,3,F,E,6
15715,16200,0.843258042,0,0,0,SEDAN,3,F,B,3
15716,9700,0.930869268,0,0,0,SEDAN,4,F,B,6
15717,10500,0.843258042,0,0,0,HBACK,2,M,C,6
15718,11300,0.156057495,0,0,0,STNWG,4,M,B,3
15719,12800,0.843258042,0,0,0,STNWG,4,M,D,4
15720,20000,0.156057495,0,0,0,PANVN,2,M,C,3
15721,15300,0.843258042,0,0,0,UTE,3,M,D,6
15722,3700,0.843258042,0,0,0,SEDAN,4,M,A,6
15723,7600,0.180698152,0,0,0,HBACK,3,F,B,1
15724,3900,0.843258042,0,0,0,SEDAN,4,F,C,6
15725,35400,0.843258042,0,0,0,STNWG,1,M,B,1
15726,18200,0.186173854,0,0,0,SEDAN,1,F,D,4
15727,25980,0.999315537,0,0,0,HBACK,1,F,E,3
15728,13400,0.843258042,0,0,0,UTE,3,M,C,4
15729,20700,0.186173854,0,0,0,STNWG,2,F,C,2
15730,11700,0.843258042,0,0,0,SEDAN,3,F,B,2
15731,9900,0.364134155,0,0,0,HBACK,3,M,C,1
15732,15700,0.843258042,1,1,557.6899996,HBACK,2,F,C,3
15733,4800,0.156057495,0,0,0,SEDAN,4,F,C,4
15734,32900,0.043805613,0,0,0,STNWG,3,F,A,2
15735,8800,0.635181383,0,0,0,SEDAN,3,F,A,4
15736,10100,0.169746749,0,0,0,MIBUS,4,F,D,3
15737,4600,0.057494867,0,0,0,SEDAN,4,M,A,5
15738,32800,0.186173854,0,0,0,STNWG,2,F,C,2
15739,11600,0.843258042,0,0,0,SEDAN,3,F,A,4
15740,14100,0.843258042,0,0,0,HDTOP,3,F,E,5
15741,6500,0.59137577,0,0,0,SEDAN,4,M,C,4
15742,4600,0.843258042,0,0,0,PANVN,4,M,C,3
15743,14300,0.843258042,0,0,0,HBACK,3,M,A,6
15744,14700,0.843258042,0,0,0,SEDAN,3,M,A,4
15745,4500,0.498288843,0,0,0,SEDAN,4,M,E,6
15746,14200,0.843258042,0,0,0,HBACK,1,M,C,5
15747,12000,0.843258042,0,0,0,SEDAN,3,F,B,3
15748,32400,0.843258042,0,0,0,STNWG,1,F,D,4
15749,22200,0.52019165,0,0,0,UTE,3,F,D,3
15750,24000,0.843258042,0,0,0,STNWG,4,F,C,3
15751,14900,0.76386037,0,0,0,SEDAN,3,F,C,4
15752,16400,0.843258042,0,0,0,TRUCK,3,M,B,3
15753,4500,0.843258042,0,0,0,HBACK,4,F,B,5
15754,18000,0.843258042,0,0,0,SEDAN,2,F,B,6
15755,31400,0.843258042,0,0,0,STNWG,3,M,C,3
15756,14500,0.145106092,0,0,0,HBACK,2,F,C,4
15757,13100,0.506502396,0,0,0,STNWG,4,F,B,4
15758,27700,0.465434634,0,0,0,STNWG,1,F,B,2
15759,33400,0.147843943,0,0,0,UTE,1,M,D,4
15760,4100,0.227241615,0,0,0,STNWG,4,F,D,3
15761,3500,0.156057495,0,0,0,SEDAN,4,F,E,1
15762,20400,0.446269678,0,0,0,UTE,2,M,A,1
15763,23500,0.186173854,0,0,0,SEDAN,2,F,B,3
15764,46300,0.145106092,0,0,0,STNWG,1,M,A,5
15765,8900,0.183436003,0,0,0,HBACK,3,F,A,3
15766,30100,0.843258042,0,0,0,STNWG,3,M,C,3
15767,25300,0.481861739,1,1,368.79,STNWG,2,M,E,2
15768,17800,0.843258042,0,0,0,HBACK,2,F,C,2
15770,15600,0.840520192,0,0,0,STNWG,2,F,F,1
15771,3400,0.227241615,0,0,0,HBACK,4,F,A,4
15772,4400,0.843258042,0,0,0,SEDAN,4,M,B,2
15773,15700,0.186173854,0,0,0,HBACK,2,F,A,5
15774,4000,0.254620123,0,0,0,SEDAN,4,M,A,4
15775,18500,0.881587954,0,0,0,STNWG,4,F,D,3
15777,40400,0.930869268,0,0,0,STNWG,2,F,A,3
15778,9600,0.62422998,0,0,0,HBACK,3,M,C,5
15779,9500,0.156057495,0,0,0,SEDAN,3,F,C,5
15780,22600,0.840520192,0,0,0,UTE,3,M,B,2
15781,61400,0.186173854,0,0,0,STNWG,2,F,A,2
15782,26000,0.046543463,0,0,0,SEDAN,2,M,C,5
15783,13600,0.325804244,0,0,0,STNWG,4,M,C,3
15784,10300,0.59137577,0,0,0,HBACK,2,F,B,4
15785,6600,0.5229295,0,0,0,UTE,4,M,A,2
15786,26500,0.186173854,0,0,0,SEDAN,1,F,C,4
15787,26800,0.375085558,0,0,0,UTE,2,M,C,2
15788,16300,0.076659822,0,0,0,HBACK,2,F,A,6
15789,9600,0.186173854,1,1,2312.789993,SEDAN,3,F,B,1
15790,14800,0.145106092,0,0,0,SEDAN,3,F,B,5
15791,10100,0.186173854,0,0,0,SEDAN,4,M,C,2
15792,8400,0.328542095,0,0,0,STNWG,4,F,D,2
15793,35800,0.413415469,0,0,0,UTE,1,M,E,3
15794,36300,0.59137577,0,0,0,UTE,2,M,E,3
15795,6700,0.145106092,0,0,0,HBACK,3,F,C,1
15796,14000,0.145106092,0,0,0,HBACK,1,F,A,4
15797,7900,0.517453799,0,0,0,SEDAN,4,F,B,2
15798,18600,0.5229295,0,0,0,SEDAN,1,F,A,3
15799,35300,0.109514032,0,0,0,STNWG,2,M,D,2
15800,12000,0.772073922,0,0,0,SEDAN,3,M,B,6
15801,15500,0.41889117,0,0,0,SEDAN,3,F,B,3
15802,9600,0.5229295,0,0,0,SEDAN,3,F,C,4
15803,8700,0.62422998,0,0,0,HBACK,3,F,C,2
15804,23300,0.533880904,0,0,0,STNWG,3,M,A,2
15805,30900,0.506502396,0,0,0,STNWG,1,F,C,2
15806,27100,0.183436003,0,0,0,SEDAN,1,F,B,2
15807,16400,0.084873374,0,0,0,HBACK,2,F,A,6
15808,14400,0.999315537,0,0,0,PANVN,4,M,B,4
15809,13500,0.145106092,0,0,0,STNWG,4,M,D,3
15810,7900,0.465434634,0,0,0,HBACK,3,F,D,5
15811,22500,0.054757016,0,0,0,SEDAN,1,M,A,3
15812,20300,0.465434634,0,0,0,UTE,4,M,F,3
15813,17500,0.407939767,0,0,0,SEDAN,2,M,B,3
15814,12900,0.465434634,0,0,0,HBACK,1,F,B,4
15815,28800,0.465434634,0,0,0,STNWG,2,M,C,2
15816,16000,0.941820671,0,0,0,SEDAN,3,M,A,3
15817,18100,0.583162218,0,0,0,STNWG,4,M,B,4
15818,9400,0.427104723,0,0,0,HBACK,3,F,B,4
15819,25100,0.533880904,0,0,0,SEDAN,2,F,B,2
15820,8300,0.941820671,0,0,0,HBACK,3,F,E,4
15821,14900,0.465434634,0,0,0,SEDAN,2,F,B,3
15822,23100,0.145106092,0,0,0,HDTOP,2,F,F,2
15823,14900,0.142368241,0,0,0,HBACK,1,F,A,2
15824,16400,0.457221081,0,0,0,HBACK,2,F,A,5
15825,19500,0.59137577,0,0,0,STNWG,3,M,E,6
15826,15600,0.224503765,0,0,0,HBACK,1,F,A,4
15827,12300,0.183436003,0,0,0,HDTOP,4,M,C,4
15828,31290,0.533880904,0,0,0,STNWG,1,F,C,2
15829,3000,0.183436003,0,0,0,HBACK,4,F,D,5
15830,3000,0.594113621,0,0,0,SEDAN,4,M,E,5
15831,41900,0.533880904,0,0,0,STNWG,2,M,C,5
15832,10300,0.470910335,0,0,0,HBACK,4,F,D,4
15833,5700,0.59137577,0,0,0,COUPE,4,F,A,2
15834,10900,0.145106092,0,0,0,HBACK,3,M,C,2
15835,14200,0.62422998,0,0,0,SEDAN,3,F,A,4
15836,17400,0.52019165,0,0,0,SEDAN,1,F,A,2
15837,12500,0.010951403,0,0,0,STNWG,4,M,B,3
15838,9100,0.229979466,0,0,0,SEDAN,3,M,C,2
15839,21400,0.183436003,0,0,0,PANVN,2,F,B,2
15840,12200,0.123203285,0,0,0,SEDAN,4,M,D,3
15841,14500,0.465434634,1,2,1240.379999,HBACK,2,F,A,2
15842,7900,0.62422998,0,0,0,SEDAN,3,F,D,2
15843,12500,0.62422998,0,0,0,HDTOP,4,M,F,1
15844,7400,0.054757016,0,0,0,UTE,4,M,A,1
15845,7700,0.941820671,1,2,3455.579997,HBACK,3,F,C,2
15846,18700,0.52019165,0,0,0,UTE,3,M,A,1
15847,15400,0.145106092,0,0,0,SEDAN,1,M,C,3
15848,9200,0.131416838,0,0,0,SEDAN,3,M,C,1
15849,6200,0.145106092,0,0,0,SEDAN,4,F,F,4
15850,8000,0.465434634,0,0,0,UTE,4,M,C,5
15851,8200,0.446269678,0,0,0,HBACK,3,F,B,2
15852,11500,0.407939767,0,0,0,UTE,4,F,C,2
15853,18300,0.145106092,0,0,0,SEDAN,1,F,A,3
15854,11300,0.465434634,0,0,0,HBACK,3,M,D,4
15855,15000,0.854209446,0,0,0,HDTOP,4,M,F,2
15856,7700,0.060232717,0,0,0,SEDAN,4,M,B,1
15857,9300,0.533880904,0,0,0,UTE,4,M,C,2
15858,6400,0.114989733,0,0,0,HBACK,4,M,C,6
15859,17600,0.465434634,0,0,0,HBACK,2,M,C,6
15860,12900,0.145106092,0,0,0,HBACK,2,F,F,3
15861,30000,0.59137577,1,1,353.77,STNWG,3,F,F,3
15862,10300,0.59137577,0,0,0,HBACK,2,F,C,2
15863,32300,0.889801506,0,0,0,STNWG,3,F,A,4
15864,20900,0.59137577,0,0,0,SEDAN,2,F,C,2
15865,24500,0.407939767,0,0,0,STNWG,3,M,C,3
15866,12300,0.465434634,0,0,0,STNWG,4,M,D,2
15867,18200,0.030116359,0,0,0,SEDAN,3,M,B,4
15868,15000,0.495550993,0,0,0,UTE,4,M,E,3
15869,17600,0.377823409,0,0,0,SEDAN,2,M,E,4
15870,9500,0.457221081,1,1,200,SEDAN,4,F,B,5
15871,17100,0.145106092,0,0,0,SEDAN,1,F,C,2
15872,37300,0.407939767,0,0,0,STNWG,2,F,F,2
15873,19600,0.407939767,0,0,0,HDTOP,4,M,C,3
15874,9700,0.438056126,1,2,1979.679998,HBACK,3,F,E,1
15875,12800,0.465434634,0,0,0,SEDAN,4,M,C,2
15876,9800,0.145106092,0,0,0,HBACK,2,F,C,1
15877,14900,0.145106092,0,0,0,HBACK,1,F,B,3
15878,7400,0.854209446,0,0,0,HBACK,3,F,A,3
15879,18000,0.854209446,0,0,0,HBACK,2,F,C,1
15880,8800,0.27926078,0,0,0,SEDAN,4,M,A,2
15881,18600,0.465434634,0,0,0,HBACK,1,F,F,2
15882,13100,0.13963039,0,0,0,HBACK,3,F,C,1
15883,19300,0.941820671,0,0,0,SEDAN,2,M,A,4
15884,44600,0.145106092,0,0,0,TRUCK,1,M,C,2
15885,31300,0.533880904,0,0,0,STNWG,2,M,D,2
15886,10000,0.249144422,0,0,0,SEDAN,4,M,F,5
15887,18000,0.59137577,0,0,0,SEDAN,2,M,D,4
15888,25000,0.553045859,0,0,0,SEDAN,1,M,A,5
15889,6000,0.145106092,0,0,0,HBACK,4,M,A,2
15890,23800,0.465434634,0,0,0,SEDAN,1,M,C,3
15891,28400,0.465434634,0,0,0,STNWG,3,F,A,3
15892,11800,0.465434634,0,0,0,SEDAN,3,F,D,3
15893,11700,0.59137577,0,0,0,HBACK,2,M,D,4
15894,54700,0.59137577,0,0,0,STNWG,2,M,C,4
15895,20900,0.59137577,0,0,0,HBACK,2,F,A,6
15896,11700,0.59137577,0,0,0,HBACK,2,F,C,6
15897,13000,0.999315537,0,0,0,HBACK,2,F,C,4
15898,12600,0.999315537,0,0,0,HBACK,2,M,B,2
15899,34000,0.59137577,0,0,0,TRUCK,2,F,E,5
15900,26400,0.142368241,0,0,0,STNWG,3,M,C,3
15901,20100,0.057494867,0,0,0,PANVN,2,M,A,4
15902,40100,0.013689254,0,0,0,STNWG,2,M,C,4
15903,10200,0.533880904,0,0,0,HBACK,3,M,B,2
15904,38500,0.183436003,0,0,0,STNWG,1,F,C,4
15905,11100,0.999315537,0,0,0,PANVN,4,M,A,2
15906,7400,0.854209446,0,0,0,HBACK,3,F,F,1
15907,10300,0.941820671,0,0,0,SEDAN,3,F,A,2
15908,11700,0.407939767,0,0,0,STNWG,4,M,E,1
15909,22800,0.057494867,0,0,0,SEDAN,2,M,C,4
15910,22700,0.410677618,0,0,0,SEDAN,2,F,C,3
15911,15100,0.59137577,0,0,0,SEDAN,2,M,E,5
15912,14400,0.465434634,0,0,0,HBACK,1,F,D,3
15913,8300,0.17522245,1,1,670.8299999,HBACK,3,F,C,2
15914,21300,0.465434634,0,0,0,SEDAN,2,F,C,3
15915,9800,0.59137577,0,0,0,SEDAN,3,F,D,2
15916,13990,0.533880904,0,0,0,HBACK,1,F,B,2
15917,14200,0.060232717,0,0,0,SEDAN,2,M,A,2
15918,23800,0.101300479,0,0,0,UTE,3,M,E,4
15919,4500,0.377823409,0,0,0,SEDAN,4,F,F,1
15920,18900,0.224503765,0,0,0,HBACK,2,F,A,4
15921,10900,0.145106092,0,0,0,HBACK,3,F,B,3
15922,46400,0.145106092,0,0,0,STNWG,1,M,E,4
15923,7700,0.941820671,0,0,0,HBACK,3,F,D,4
15924,13900,0.224503765,0,0,0,COUPE,4,M,C,4
15925,25000,0.224503765,1,1,353.77,STNWG,2,F,C,3
15926,6600,0.109514032,0,0,0,HBACK,4,F,A,5
15927,24400,0.462696783,0,0,0,UTE,3,M,C,1
15928,18000,0.427104723,0,0,0,HBACK,2,F,D,5
15929,16300,0.249144422,0,0,0,STNWG,4,F,F,3
15930,20000,0.221765914,0,0,0,SEDAN,2,F,C,5
15931,4500,0.52019165,0,0,0,HBACK,4,M,C,6
15932,21840,0.574948665,0,0,0,HBACK,1,M,C,5
15933,35900,0.501026694,0,0,0,STNWG,2,F,C,1
15934,3100,0.224503765,0,0,0,HBACK,4,F,E,4
15935,19900,0.536618754,0,0,0,SEDAN,4,F,A,2
15936,18500,0.873374401,0,0,0,HBACK,2,F,A,3
15937,7700,0.941820671,0,0,0,HBACK,3,M,B,4
15938,9700,0.224503765,0,0,0,SEDAN,3,F,A,2
15939,4400,0.224503765,0,0,0,SEDAN,4,F,C,6
15940,34300,0.303901437,0,0,0,STNWG,3,F,C,3
15941,16000,0.20807666,0,0,0,PANVN,2,F,D,4
15942,13500,0.084873374,1,1,1047.271818,HBACK,1,F,C,2
15943,19000,0.183436003,0,0,0,SEDAN,1,F,D,3
15944,6600,0.462696783,0,0,0,SEDAN,4,M,C,2
15945,27200,0.180698152,0,0,0,STNWG,2,F,B,3
15946,21000,0.24366872,0,0,0,SEDAN,1,M,B,2
15947,17600,0.399726215,0,0,0,SEDAN,2,F,D,3
15948,50200,0.52019165,1,1,9630.349976,COUPE,2,F,C,2
15949,5200,0.52019165,0,0,0,SEDAN,4,F,C,2
15950,13000,0.057494867,0,0,0,SEDAN,3,F,B,2
15951,5300,0.848733744,0,0,0,SEDAN,4,F,B,4
15952,7700,0.224503765,0,0,0,UTE,4,M,D,5
15953,7400,0.862422998,0,0,0,HBACK,3,F,C,1
15954,21400,0.462696783,0,0,0,SEDAN,2,M,F,3
15955,14300,0.249144422,0,0,0,SEDAN,2,M,C,5
15956,11900,0.221765914,0,0,0,SEDAN,3,F,C,3
15957,5000,0.52019165,0,0,0,HBACK,4,F,A,2
15958,14100,0.142368241,0,0,0,HBACK,2,M,F,3
15959,38500,0.134154689,0,0,0,UTE,1,F,F,4
15960,14800,0.084873374,1,1,1452.719994,SEDAN,4,F,B,4
15961,17800,0.856947296,0,0,0,HBACK,2,F,A,5
15962,22200,0.856947296,0,0,0,STNWG,2,F,C,2
15963,17700,0.856947296,0,0,0,STNWG,4,F,F,2
15964,19000,0.224503765,0,0,0,SEDAN,1,F,D,2
15965,20700,0.52019165,0,0,0,STNWG,3,F,F,4
15966,10600,0.588637919,0,0,0,UTE,3,M,B,4
15967,23000,0.52019165,0,0,0,SEDAN,1,M,B,6
15968,44600,0.142368241,0,0,0,TRUCK,1,M,E,2
15969,26000,0.183436003,0,0,0,UTE,2,F,C,3
15970,9700,0.197125257,0,0,0,UTE,4,F,E,3
15971,24900,0.183436003,0,0,0,HBACK,1,M,A,3
15972,12300,0.021902806,0,0,0,HBACK,1,F,B,5
15973,16700,0.183436003,0,0,0,HBACK,1,M,C,2
15974,16800,0.810403833,0,0,0,HBACK,3,F,A,2
15975,9600,0.183436003,0,0,0,HBACK,4,M,A,3
15976,11200,0.224503765,0,0,0,HBACK,2,F,B,2
15977,9100,0.52019165,0,0,0,HBACK,4,F,A,3
15978,13000,0.199863108,0,0,0,TRUCK,3,M,D,1
15979,20500,0.183436003,0,0,0,PANVN,2,F,C,1
15980,13900,0.856947296,0,0,0,UTE,4,M,D,3
15981,10900,0.046543463,0,0,0,SEDAN,4,F,A,4
15982,20100,0.479123888,0,0,0,SEDAN,1,F,C,2
15983,8900,0.479123888,0,0,0,STNWG,4,F,C,4
15984,20400,0.224503765,0,0,0,HBACK,1,F,A,1
15985,14000,0.142368241,0,0,0,MIBUS,4,F,B,5
15986,45100,0.125941136,0,0,0,STNWG,2,F,F,4
15987,6200,0.654346338,0,0,0,SEDAN,4,M,A,2
15988,8500,0.843258042,0,0,0,HBACK,3,M,D,3
15989,15900,0.027378508,0,0,0,HBACK,1,F,B,5
15990,21100,0.845995893,0,0,0,SEDAN,2,F,B,1
15991,8000,0.93908282,0,0,0,HBACK,3,F,A,2
15992,54100,0.224503765,0,0,0,STNWG,2,F,E,2
15993,11400,0.52019165,0,0,0,SEDAN,3,F,A,3
15994,10600,0.183436003,0,0,0,SEDAN,3,M,F,2
15995,19200,0.227241615,0,0,0,HBACK,2,F,B,3
15996,10500,0.744695414,0,0,0,SEDAN,4,M,A,2
15997,4000,0.027378508,0,0,0,HBACK,4,F,E,1
15998,16490,0.027378508,0,0,0,HBACK,1,F,B,1
15999,9500,0.563997262,0,0,0,SEDAN,3,F,F,3
16000,12500,0.210814511,0,0,0,HBACK,2,M,C,6
16001,3100,0.084873374,0,0,0,HBACK,4,M,C,3
16002,33400,0.52019165,0,0,0,STNWG,3,M,B,3
16003,8100,0.27926078,0,0,0,HBACK,3,F,C,1
16004,18200,0.774811773,0,0,0,HBACK,2,M,C,5
16005,43990,0.002737851,0,0,0,STNWG,1,F,E,3
16006,46700,0.517453799,0,0,0,STNWG,1,M,D,4
16007,20700,0.027378508,0,0,0,HBACK,1,F,B,1
16008,11000,0.183436003,0,0,0,HBACK,2,F,D,4
16009,8000,0.511978097,1,1,2690.82,COUPE,4,M,B,2
16010,13200,0.224503765,0,0,0,PANVN,3,M,C,1
16011,4300,0.150581793,0,0,0,HBACK,4,F,A,5
16012,29200,0.008213552,0,0,0,STNWG,1,F,F,2
16013,7700,0.325804244,0,0,0,MIBUS,4,F,A,3
16014,12600,0.183436003,0,0,0,HBACK,1,F,F,2
16015,13600,0.027378508,0,0,0,STNWG,4,M,B,2
16016,17300,0.829568789,0,0,0,MIBUS,4,M,A,3
16017,11100,0.136892539,0,0,0,UTE,3,M,C,4
16018,26200,0.52019165,0,0,0,SEDAN,1,F,A,4
16019,42700,0.848733744,0,0,0,STNWG,2,F,B,5
16020,19000,0.224503765,0,0,0,SEDAN,2,M,B,4
16021,13500,0.678986995,1,1,200,HBACK,2,F,A,2
16022,12500,0.224503765,0,0,0,HBACK,2,M,A,3
16023,18200,0.845995893,0,0,0,SEDAN,2,M,B,5
16024,4600,0.52019165,0,0,0,HBACK,4,F,E,5
16025,13900,0.150581793,0,0,0,HBACK,1,F,A,2
16026,13700,0.52019165,0,0,0,HBACK,1,F,B,5
16027,46300,0.183436003,0,0,0,STNWG,1,F,D,1
16028,3100,0.52019165,0,0,0,HBACK,4,F,C,4
16029,13600,0.177960301,0,0,0,HBACK,1,F,A,6
16030,12300,0.183436003,0,0,0,SEDAN,3,F,D,3
16031,3700,0.027378508,0,0,0,HBACK,4,M,C,1
16032,15400,0.780287474,0,0,0,SEDAN,3,F,C,3
16033,15400,0.224503765,0,0,0,PANVN,3,F,C,3
16034,3700,0.183436003,0,0,0,TRUCK,4,M,F,3
16035,14100,0.183436003,0,0,0,SEDAN,2,M,A,1
16036,13900,0.027378508,0,0,0,HBACK,1,M,C,4
16037,7800,0.249144422,0,0,0,HBACK,3,F,E,2
16038,5800,0.027378508,0,0,0,HBACK,4,F,C,3
16039,24300,0.837782341,0,0,0,SEDAN,1,M,A,4
16040,4100,0.183436003,0,0,0,SEDAN,4,F,A,5
16041,34490,0.027378508,0,0,0,SEDAN,1,F,A,5
16042,30800,0.183436003,0,0,0,HDTOP,1,M,C,2
16043,15900,0.17522245,0,0,0,STNWG,4,M,C,4
16044,37400,0.52019165,0,0,0,UTE,1,M,C,2
16045,16700,0.183436003,0,0,0,HBACK,3,F,B,3
16046,14500,0.479123888,0,0,0,SEDAN,3,M,C,4
16047,7100,0.224503765,0,0,0,HBACK,3,F,C,2
